Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BEL.NS,BPCL.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SHRIRAMFIN.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS,ABB.NS,ADANIENSOL.NS,ADANIGREEN.NS,ADANIPOWER.NS,ATGL.NS,AMBUJACEM.NS,DMART.NS,BAJAJHLDNG.NS,BANKBARODA.NS,BHEL.NS,BOSCHLTD.NS,CANBK.NS,CHOLAFIN.NS,DLF.NS,DABUR.NS,DIVISLAB.NS,GAIL.NS,GODREJCP.NS,HAVELLS.NS,HAL.NS,ICICIGI.NS,ICICIPRULI.NS,IOC.NS,IRCTC.NS,IRFC.NS,NAUKRI.NS,INDIGO.NS,JSWENERGY.NS,JINDALSTEL.NS,JIOFIN.NS,LTIM.NS,LICI.NS,LODHA.NS,NHPC.NS,PIDILITIND.NS,PFC.NS,PNB.NS,RECLTD.NS,MOTHERSON.NS,SHREECEM.NS,SIEMENS.NS,TVSMOTOR.NS,TATAPOWER.NS,TORNTPHARM.NS,UNIONBANK.NS,UNITDSPR.NS,VBL.NS,VEDL.NS,ZOMATO.NS,ZYDUSLIFE.NS
2019-01-01,155.2471466064453,375.1011962890625,1243.49951171875,1308.99853515625,623.8038940429688,2288.5341796875,2608.03564453125,650.4705200195312,25.515439987182617,121.12764739990234,282.769775390625,2792.42236328125,498.1890563964844,140.92849731445312,463.6989440917969,2037.9417724609375,804.6629638671875,402.644287109375,1022.4207153320312,379.9281311035156,2609.6064453125,213.9750213623047,1649.6553955078125,349.91265869140625,1532.775146484375,567.1140747070312,226.88230895996094,278.1873474121094,1246.0118408203125,1307.7125244140625,722.78271484375,7080.27392578125,1035.25439453125,90.21388244628906,101.86491394042969,79.74667358398438,494.9526062011719,591.6089477539062,191.4514923095703,281.996826171875,409.1575622558594,1682.9599609375,208.5533447265625,172.37913513183594,20.220041275024414,600.3259887695312,898.2593383789062,358.6934509277344,3903.28857421875,117.09608459472656,1155.9273681640625,,41.400001525878906,50.849998474121094,101.29454040527344,198.53929138183594,1590.75,2677.706298828125,113.0744400024414,68.73932647705078,18040.955078125,50.985984802246094,245.63607788085938,171.6167755126953,400.95751953125,1400.79736328125,93.41670989990234,779.6664428710938,669.5909423828125,333.1618347167969,841.806396484375,321.97003173828125,60.885066986083984,,,1410.5289306640625,1161.9595947265625,64.46707916259766,160.94851684570312,,1580.11376953125,,,18.958040237426758,1072.7357177734375,57.6378173828125,76.18818664550781,53.56171417236328,60.31413269042969,16607.578125,1028.063232421875,546.8226928710938,69.0654525756836,828.7389526367188,78.84381866455078,,46.71202850341797,86.67475128173828,,323.95794677734375
2019-01-02,152.8777313232422,367.6763000488281,1235.9876708984375,1320.212890625,616.5943603515625,2259.451904296875,2566.022216796875,636.7119750976562,26.17192840576172,118.0763931274414,276.7072448730469,2804.8408203125,490.0930480957031,138.12744140625,462.63177490234375,1859.337890625,787.2857055664062,396.981201171875,1013.0919189453125,384.5985412597656,2541.98046875,206.09805297851562,1634.5428466796875,350.7303771972656,1514.5230712890625,570.5249633789062,225.19692993164062,264.22991943359375,1236.1966552734375,1292.838623046875,693.2022705078125,6882.40576171875,1037.1671142578125,89.18253326416016,100.8702621459961,77.85269165039062,488.5063171386719,594.4244995117188,186.10379028320312,276.6317138671875,415.2919006347656,1701.091552734375,204.26995849609375,167.5093994140625,19.353607177734375,594.4404907226562,902.2763061523438,351.8554382324219,3900.27099609375,116.7017593383789,1155.97119140625,,41.150001525878906,50.54999923706055,99.90216827392578,195.02096557617188,1560.25,2677.8427734375,109.45201873779297,67.99418640136719,17949.99609375,49.88113784790039,242.07432556152344,164.76351928710938,395.7773742675781,1396.477783203125,90.36000061035156,778.9905395507812,666.6998291015625,333.7042541503906,843.9271850585938,315.94354248046875,60.68608474731445,,,1402.14794921875,1157.3739013671875,65.11405944824219,156.30482482910156,,1598.649658203125,,,18.738866806030273,1078.2845458984375,55.83999252319336,74.32644653320312,52.85139465332031,59.694400787353516,16574.99609375,1022.1616821289062,518.4428100585938,67.39960479736328,829.7658081054688,78.7545166015625,,45.5832633972168,82.83636474609375,,320.9039611816406
2019-01-03,150.55764770507812,364.59063720703125,1243.7449951171875,1324.98486328125,604.5618896484375,2267.299560546875,2538.68359375,636.6422119140625,25.90933609008789,116.27862548828125,277.45953369140625,2821.9833984375,488.0452880859375,137.1353759765625,458.4163818359375,1775.79541015625,772.0323486328125,397.8202209472656,1005.1431274414062,384.7459716796875,2515.363525390625,200.95880126953125,1638.0234375,349.4316711425781,1498.6729736328125,570.6102905273438,223.79244995117188,258.6927185058594,1230.86572265625,1265.1771240234375,671.3323974609375,6821.89453125,1053.308837890625,86.99845886230469,97.68055725097656,76.97547912597656,482.4794616699219,592.79443359375,179.48721313476562,273.9962158203125,411.5641784667969,1680.4390869140625,199.93894958496094,165.0248260498047,18.86746597290039,577.076171875,901.3567504882812,346.9500427246094,3797.0224609375,116.68383026123047,1146.9461669921875,,40.95000076293945,50.349998474121094,100.29998779296875,190.4783477783203,1575.9000244140625,2702.486328125,109.40616607666016,65.89846801757812,17786.00390625,50.04413986206055,234.93116760253906,164.14483642578125,401.1000671386719,1365.147216796875,90.26972961425781,786.95751953125,656.6770629882812,330.7421875,836.9383544921875,312.4364013671875,58.65215301513672,,,1460.863037109375,1152.9378662109375,64.46707916259766,144.7449951171875,,1602.8919677734375,,,18.665813446044922,1079.8421630859375,56.859649658203125,74.32644653320312,53.87247085571289,58.78303146362305,16583.263671875,1010.890869140625,520.961181640625,66.81430053710938,842.7413940429688,79.2456283569336,,45.869754791259766,80.60623168945312,,318.03497314453125
2019-01-04,150.60699462890625,368.4959716796875,1269.6182861328125,1322.646240234375,616.1468505859375,2294.87158203125,2528.72021484375,639.3499145507812,26.799238204956055,118.57119750976562,285.3806457519531,2810.10498046875,488.42626953125,138.01071166992188,462.4449768066406,1766.319580078125,778.25927734375,391.1084289550781,1007.8323364257812,386.9091491699219,2493.002197265625,202.59182739257812,1631.8865966796875,351.30755615234375,1487.241455078125,563.7030029296875,225.47784423828125,263.5434875488281,1243.5205078125,1258.8739013671875,678.1549072265625,6850.82421875,1019.8548583984375,88.42416381835938,99.94419860839844,78.11187744140625,485.0844421386719,595.560546875,181.005126953125,280.1614074707031,409.3935546875,1660.0078125,203.5084686279297,169.8945770263672,19.118375778198242,568.6025390625,898.6948852539062,346.3058776855469,3811.138916015625,116.30742645263672,1142.302001953125,,40.54999923706055,50.04999923706055,100.29998779296875,192.88327026367188,1577.75,2679.249267578125,111.60711669921875,66.50389862060547,17914.01171875,51.24860763549805,236.33041381835938,166.71481323242188,398.4862976074219,1386.6038818359375,91.09516906738281,775.8518676757812,653.930419921875,339.87847900390625,835.68505859375,320.7845153808594,59.22696304321289,,,1526.2431640625,1139.6295166015625,63.496612548828125,150.52491760253906,,1561.4395751953125,,,18.665813446044922,1076.38623046875,57.39631652832031,77.62029266357422,53.96125411987305,57.83522033691406,16376.513671875,1028.111572265625,523.9638671875,67.57969665527344,848.1557006835938,82.37080383300781,,46.25937271118164,82.72916412353516,,318.54400634765625
2019-01-07,149.3235321044922,368.0137634277344,1258.9154052734375,1332.3336181640625,633.8974609375,2231.376708984375,2506.6826171875,639.0208129882812,26.667940139770508,117.28469848632812,287.5932312011719,2829.0927734375,489.6168518066406,136.84361267089844,455.09039306640625,1742.31591796875,792.2575073242188,394.9677734375,1009.3554077148438,386.4666748046875,2468.054443359375,200.3344268798828,1634.863525390625,353.71246337890625,1497.7603759765625,572.784912109375,226.0396270751953,265.2824401855469,1242.17529296875,1255.0194091796875,681.8466796875,6971.609375,1013.736328125,90.15320587158203,101.41903686523438,79.12864685058594,487.77783203125,595.1654663085938,183.1302032470703,278.89068603515625,406.56231689453125,1678.6260986328125,204.6031036376953,174.2674102783203,19.034086227416992,573.9453735351562,913.7949829101562,347.8419494628906,3823.016845703125,116.23573303222656,1140.6810302734375,,41.099998474121094,50.349998474121094,101.09563446044922,194.17477416992188,1571.1500244140625,2681.200439453125,112.5241928100586,67.29561614990234,17980.037109375,50.3973388671875,234.38316345214844,171.14083862304688,399.6268005371094,1410.8134765625,92.11408233642578,773.0995483398438,668.38623046875,329.3446350097656,834.2871704101562,316.091796875,59.00587844848633,,,1589.908203125,1110.271484375,64.79058074951172,150.376708984375,,1576.65576171875,,,18.958040237426758,1073.368408203125,57.23532485961914,76.90423583984375,53.228763580322266,57.270164489746094,16557.138671875,1027.482666015625,517.95849609375,67.2645263671875,851.2362060546875,80.89749908447266,,46.50862503051758,82.96503448486328,,322.8936462402344
2019-01-08,151.49551391601562,365.2173767089844,1226.90478515625,1337.3441162109375,647.2724609375,2261.843994140625,2490.43701171875,642.601318359375,26.507469177246094,116.09716796875,291.3988952636719,2780.273681640625,489.23590087890625,136.14332580566406,457.1980285644531,1761.14013671875,807.65576171875,396.47784423828125,1000.9547119140625,388.0890808105469,2478.358642578125,198.36517333984375,1621.9490966796875,365.6888122558594,1515.6279296875,571.3776245117188,228.12623596191406,268.9891357421875,1224.5382080078125,1253.568359375,676.098876953125,7044.95166015625,1034.3472900390625,89.15218353271484,101.1446533203125,78.6900405883789,487.7336730957031,605.0938720703125,185.6912078857422,287.3618469238281,422.841796875,1674.7784423828125,204.79345703125,178.83900451660156,19.263431549072266,575.9072875976562,915.82763671875,351.8059387207031,3812.843017578125,116.7017593383789,1138.5782470703125,,40.75,51.54999923706055,100.54862976074219,194.7982635498047,1572.4000244140625,2682.69873046875,113.57881164550781,66.45733642578125,17786.6953125,52.14516830444336,234.77459716796875,172.7589874267578,395.7773742675781,1385.0372314453125,91.46919250488281,752.7232055664062,645.4016723632812,329.3655090332031,833.0822143554688,320.5375061035156,59.24907684326172,,,1587.359619140625,1106.832275390625,64.97542572021484,155.86021423339844,,1556.8284912109375,,,18.994565963745117,1073.6605224609375,58.44281005859375,78.00218200683594,53.98345184326172,57.689395904541016,16392.904296875,1018.050048828125,518.3460693359375,67.48963928222656,848.2724609375,84.42449951171875,,46.548736572265625,83.90853881835938,,323.2175598144531
2019-01-09,147.44775390625,363.8192138671875,1244.4814453125,1338.059814453125,666.3652954101562,2263.564208984375,2477.97021484375,638.2179565429688,26.945119857788086,112.17174530029297,296.0453186035156,2783.06298828125,485.8545837402344,135.7640380859375,462.99639892578125,1782.789306640625,806.4006958007812,393.6463928222656,1007.5230102539062,389.3673095703125,2450.94873046875,197.59666442871094,1634.909423828125,367.70892333984375,1538.6829833984375,576.5367431640625,233.06195068359375,266.10614013671875,1233.85498046875,1257.06005859375,678.8092041015625,7095.51953125,1057.547607421875,88.90951538085938,99.66984558105469,78.78970336914062,490.42694091796875,635.1757202148438,188.36895751953125,287.3618469238281,423.50244140625,1668.94140625,202.3662109375,181.9198760986328,18.787090301513672,579.1213989257812,922.40966796875,347.0491943359375,3716.40966796875,117.93849182128906,1138.7532958984375,,40.650001525878906,50.900001525878906,100.69780731201172,189.58763122558594,1595.75,2678.794677734375,112.75345611572266,65.43275451660156,17948.66015625,50.80485916137695,234.63760375976562,173.33010864257812,400.6248474121094,1398.708740234375,88.05135345458984,747.3634643554688,657.014404296875,326.5704040527344,833.0822143554688,332.68914794921875,58.3647575378418,,,1596.4754638671875,1101.3992919921875,64.55951690673828,149.98150634765625,,1619.0301513671875,,,18.958040237426758,1068.9876708984375,58.0939826965332,77.04744720458984,53.65050506591797,59.038211822509766,15993.2548828125,1019.25927734375,522.7047119140625,66.94937133789062,854.2467651367188,82.14757537841797,,46.7550048828125,83.5225601196289,,321.7831726074219
2019-01-10,149.1754608154297,366.663818359375,1262.15576171875,1332.66748046875,659.5535888671875,2287.401611328125,2468.4482421875,635.5101928710938,26.959716796875,110.70382690429688,298.5234680175781,2779.733642578125,488.8548583984375,135.96826171875,462.5162048339844,1806.0767822265625,791.8230590820312,392.5766296386719,1003.5726318359375,399.88812255859375,2435.97216796875,195.96363830566406,1636.008056640625,365.06353759765625,1504.2445068359375,579.6067504882812,232.41995239257812,264.77899169921875,1215.221435546875,1263.00048828125,685.2579956054688,6999.5927734375,1072.9940185546875,89.84989166259766,98.26361846923828,78.01219177246094,488.9919738769531,627.0748901367188,184.69483947753906,287.5971984863281,419.5859375,1670.3563232421875,203.84161376953125,184.6031951904297,18.83414077758789,579.8309326171875,935.7191162109375,350.9140625,3717.33447265625,116.7734603881836,1139.6295166015625,,40.650001525878906,50.5,99.8524398803711,189.8548583984375,1587.800048828125,2695.8603515625,113.21199035644531,64.1287612915039,18158.451171875,50.904476165771484,233.74717712402344,174.71026611328125,400.29217529296875,1443.5205078125,88.70913696289062,752.771484375,663.085693359375,323.6709899902344,858.3389282226562,344.2974853515625,57.43622970581055,,,1554.6204833984375,1093.5738525390625,64.605712890625,147.9066619873047,,1650.614501953125,,,18.665813446044922,1085.5858154296875,57.98665237426758,77.57255554199219,54.53837966918945,59.038211822509766,16140.7578125,1036.189697265625,523.1890258789062,67.44462585449219,866.5223388671875,82.86190795898438,,47.007110595703125,83.8227767944336,,323.9117431640625
2019-01-11,149.5703887939453,363.674560546875,1269.3236083984375,1339.6348876953125,662.7854614257812,2283.750244140625,2468.00634765625,635.480224609375,26.85759162902832,111.26459503173828,296.5763854980469,2786.8427734375,485.9498291015625,135.53060913085938,460.3373718261719,1801.8155517578125,786.0790405273438,394.33843994140625,1005.1907958984375,399.789794921875,2419.07568359375,197.74078369140625,1620.6209716796875,364.1496887207031,1455.4927978515625,582.8469848632812,237.03466796875,264.3214111328125,1218.8583984375,1242.140869140625,680.3046264648438,6932.263671875,1059.4979248046875,89.78919982910156,99.22394561767578,77.49383544921875,484.81951904296875,630.779541015625,185.2163848876953,284.96173095703125,419.3971862792969,1629.671142578125,201.69992065429688,179.1868438720703,18.591068267822266,583.7129516601562,928.5562133789062,352.3509826660156,3670.602294921875,117.83094787597656,1179.06005859375,,39.75,50.25,98.46007537841797,189.58763122558594,1571.6500244140625,2729.808837890625,111.10274505615234,63.849334716796875,17986.861328125,50.3973388671875,231.3497772216797,173.377685546875,400.7674255371094,1428.99462890625,87.34198760986328,752.2402954101562,663.085693359375,323.6501770019531,853.13330078125,352.25042724609375,58.01103210449219,,,1563.9815673828125,1054.1473388671875,64.74435424804688,147.0174560546875,,1596.4825439453125,,,18.629283905029297,1079.8421630859375,57.69147872924805,76.99971008300781,55.293087005615234,58.764808654785156,15570.3662109375,1023.4193725585938,523.6732788085938,67.53466796875,880.1514282226562,83.6208724975586,,46.313812255859375,84.31598663330078,,322.3384094238281
2019-01-14,146.46051025390625,361.071044921875,1298.6832275390625,1325.2708740234375,655.5262451171875,2265.453125,2498.04443359375,635.1959228515625,26.726295471191406,110.48942565917969,293.4787292480469,2801.9609375,487.61669921875,134.7427978515625,458.6743469238281,1799.4256591796875,785.5480346679688,393.1429748535156,1000.3121337890625,385.48345947265625,2392.167236328125,198.02894592285156,1615.5833740234375,359.1474914550781,1425.617431640625,598.5374755859375,236.1919403076172,259.8367614746094,1207.44921875,1209.7633056640625,677.173583984375,7015.78564453125,1055.3297119140625,88.30282592773438,98.40081787109375,76.75619506835938,484.2676696777344,612.6019287109375,182.00152587890625,282.7497863769531,425.48431396484375,1603.756103515625,203.22288513183594,181.2738800048828,18.45973014831543,567.55908203125,926.8138427734375,354.6302795410156,3676.83349609375,112.04157257080078,1145.5440673828125,,39.599998474121094,49.54999923706055,97.51527404785156,191.3690643310547,1397.4000244140625,2730.98876953125,110.91932678222656,63.150760650634766,17616.66796875,50.352054595947266,232.7588348388672,172.4258575439453,412.030517578125,1453.0145263671875,83.80806732177734,750.55029296875,663.5676879882812,322.2942810058594,831.2988891601562,346.2734069824219,58.49740219116211,,,1607.84619140625,1078.271728515625,63.68144607543945,142.2749481201172,,1594.6380615234375,,,18.556228637695312,1104.5687255859375,57.31583023071289,78.76597595214844,55.293087005615234,58.965309143066406,15162.693359375,1019.7914428710938,518.152099609375,66.90434265136719,879.9414672851562,84.15662384033203,,46.955543518066406,82.79347229003906,,327.3359069824219
